question_id,pipeline,rank,chunk_id,score,distance,page,chapter,section,labels,metadata_filter_used,metadata_filter_fallback_used
Q47,metadata,4,B-0187,0.2449991703,0.7550008297,101,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q47,metadata,5,B-0191,0.2251905203,0.7748094797,103,BAB III,D. Diabetes Melitus Tipe-2,monitoring dm tipe-2|terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q48,baseline,1,A-0222,0.4757199287,0.5242800713,,,,,0,0
Q48,baseline,2,A-0221,0.4378831387,0.5621168613,,,,,0,0
Q48,baseline,3,A-0193,0.4127238393,0.5872761607,,,,,0,0
Q48,baseline,4,A-0003,0.350938201,0.649061799,,,,,0,0
Q48,baseline,5,A-0130,0.3466677666,0.6533322334,,,,,0,0
Q48,metadata,1,B-0222,0.4758028984,0.5241971016,118,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q48,metadata,2,B-0221,0.4379193187,0.5620806813,117,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|rekomendasi dm tipe-2,1,0
Q48,metadata,3,B-0193,0.4128822088,0.5871177912,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|monitoring dm tipe-2,1,0
Q48,metadata,4,B-0194,0.343937397,0.656062603,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q48,metadata,5,B-0202,0.3137072325,0.6862927675,108,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q49,baseline,1,A-0221,0.285214901,0.714785099,,,,,0,0
Q49,baseline,2,A-0214,0.2777355909,0.7222644091,,,,,0,0
Q49,baseline,3,A-0196,0.2761899233,0.7238100767,,,,,0,0
Q49,baseline,4,A-0195,0.2636297941,0.7363702059,,,,,0,0
Q49,baseline,5,A-0213,0.24321419,0.75678581,,,,,0,0
Q49,metadata,1,B-0221,0.285214901,0.714785099,117,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|rekomendasi dm tipe-2,1,0
Q49,metadata,2,B-0196,0.2761899233,0.7238100767,105,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q49,metadata,3,B-0195,0.2636297941,0.7363702059,105,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|monitoring dm tipe-2,1,0
Q49,metadata,4,B-0220,0.1871452332,0.8128547668,117,BAB IV,G. Diabetes Melitus Tipe-2,monitoring dm tipe-2|komplikasi dm tipe-2|terapi medikamentosa dm tipe-2,1,0
Q49,metadata,5,B-0194,0.1790195704,0.8209804296,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q50,baseline,1,A-0222,0.5303193629,0.4696806371,,,,,0,0
Q50,baseline,2,A-0193,0.35925138,0.64074862,,,,,0,0
Q50,baseline,3,A-0192,0.3373610377,0.6626389623,,,,,0,0
Q50,baseline,4,A-0194,0.2810792923,0.7189207077,,,,,0,0
Q50,baseline,5,A-0196,0.2760896087,0.7239103913,,,,,0,0
Q50,metadata,1,B-0222,0.5303193629,0.4696806371,118,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q50,metadata,2,B-0193,0.35925138,0.64074862,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|monitoring dm tipe-2,1,0
Q50,metadata,3,B-0194,0.2810792923,0.7189207077,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q50,metadata,4,B-0196,0.2760896087,0.7239103913,105,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q50,metadata,5,B-0221,0.2210922241,0.7789077759,117,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|rekomendasi dm tipe-2,1,0
